pais,regimen,variante,variable,frecuencia,horizonte,beta,t
EE.UU.,bajo,Exceso,tasa,M,0,0.061146765806801825,1.474462315070032
EE.UU.,bajo,Exceso,tasa,M,1,0.08129620248335793,1.1115306001123093
EE.UU.,bajo,Exceso,tasa,M,2,0.09622600811913246,1.0526470731876312
EE.UU.,bajo,Exceso,tasa,M,3,0.16573322383618758,1.4966591021194875
EE.UU.,bajo,Exceso,tasa,M,4,0.21647774419920926,1.645977190613048
EE.UU.,bajo,Exceso,tasa,M,5,0.2469103927894421,1.674895927866635
EE.UU.,bajo,Exceso,tasa,M,6,0.3114980870482667,1.8963460160197985
EE.UU.,bajo,Exceso,tasa,M,7,0.3877477496575693,2.1338168809678804
EE.UU.,bajo,Exceso,tasa,M,8,0.4402684951917328,2.2253467508774625
EE.UU.,bajo,Exceso,tasa,M,9,0.44337552626822785,2.136307745333156
EE.UU.,bajo,Exceso,tasa,M,10,0.41773884302025716,1.9071040755851394
EE.UU.,bajo,Exceso,tasa,M,11,0.4277079361557783,1.8477020208333945
EE.UU.,bajo,Exceso,tasa,M,12,0.4440963009010619,1.7743124933591266
EE.UU.,bajo,Exceso,tasa,M,13,0.39446664300241613,1.4527277391992472
EE.UU.,bajo,Exceso,tasa,M,14,0.30772566739838425,1.0670236144139476
EE.UU.,bajo,Exceso,tasa,M,15,0.26015222547803074,0.8612615710106861
EE.UU.,bajo,Exceso,tasa,M,16,0.2102777310057382,0.6720064492041763
EE.UU.,bajo,Exceso,tasa,M,17,0.13924303149425274,0.428701290730575
EE.UU.,bajo,Exceso,tasa,M,18,0.09709926683196218,0.2859499683166743
EE.UU.,bajo,Exceso,tasa,M,19,0.07013820867911585,0.20121383184587763
EE.UU.,bajo,Exceso,tasa,M,20,0.005148599055482317,0.014382127951606243
EE.UU.,bajo,Exceso,tasa,M,21,-0.004279870160600108,-0.011751005683123856
EE.UU.,bajo,Exceso,tasa,M,22,-0.0015317974340437815,-0.004045084602458604
EE.UU.,bajo,Exceso,tasa,M,23,0.010226937992681338,0.025530934601073665
EE.UU.,bajo,Exceso,tasa,M,24,0.021060065600655098,0.048632924326909556
EE.UU.,bajo,Exceso,tasa,M,25,0.10783430066231844,0.23143897133779623
EE.UU.,bajo,Exceso,tasa,M,26,0.20487810898217468,0.40200716634688977
EE.UU.,bajo,Exceso,tasa,M,27,0.22583421759457342,0.4087715397759314
EE.UU.,bajo,Exceso,tasa,M,28,0.27266920714134574,0.44958672162538904
EE.UU.,bajo,Exceso,tasa,M,29,0.3364745478530827,0.5140329547403671
EE.UU.,bajo,Exceso,tasa,M,30,0.4280118700658006,0.6245004121691671
EE.UU.,bajo,Exceso,tasa,M,31,0.47956561324530506,0.668035947119384
EE.UU.,bajo,Exceso,tasa,M,32,0.5013633170126968,0.6613947852691227
EE.UU.,bajo,Exceso,tasa,M,33,0.5137173300833634,0.6694047933294083
EE.UU.,bajo,Exceso,tasa,M,34,0.5634660952580073,0.7238412480572344
EE.UU.,bajo,Exceso,tasa,M,35,0.6552862522211574,0.8174749886750168
EE.UU.,bajo,Exceso,tasa,M,36,0.6568945075015545,0.8099432710960216
EE.UU.,bajo,Exceso,tasa,M,37,0.6309289848689561,0.782147163301361
EE.UU.,bajo,Exceso,tasa,M,38,0.6946558503049446,0.8850353298288798
EE.UU.,bajo,Exceso,tasa,M,39,0.6840281454520616,0.8638590635112142
EE.UU.,bajo,Exceso,tasa,M,40,0.5168025657381956,0.6324619930558264
EE.UU.,bajo,Exceso,tasa,M,41,0.5672679746267117,0.6810763465916679
EE.UU.,bajo,Exceso,tasa,M,42,0.6222592894661996,0.7533126311545941
EE.UU.,bajo,Exceso,tasa,M,43,0.6756309075575312,0.8254681484218225
EE.UU.,bajo,Exceso,tasa,M,44,0.6469194021807636,0.7939611247119357
EE.UU.,bajo,Exceso,tasa,M,45,0.6255523043967738,0.7763374101781416
EE.UU.,bajo,Exceso,tasa,M,46,0.5720451163053197,0.7027466279445665
EE.UU.,bajo,Exceso,tasa,M,47,0.5758057188491229,0.7000017521554056
EE.UU.,bajo,Exceso,tasa,M,48,0.5319209384137054,0.649088359777729
EE.UU.,bajo,Exceso,credito,M,0,0.3951171118993851,1.6083499040569735
EE.UU.,bajo,Exceso,credito,M,1,0.5669837571389614,1.3048464457168907
EE.UU.,bajo,Exceso,credito,M,2,0.6527761972806004,1.1067283687034366
EE.UU.,bajo,Exceso,credito,M,3,0.2697938626224573,0.3726382645669968
EE.UU.,bajo,Exceso,credito,M,4,0.14316613874537654,0.16226151806817332
EE.UU.,bajo,Exceso,credito,M,5,0.00871423612777611,0.008710699785326384
EE.UU.,bajo,Exceso,credito,M,6,-0.47585290073392605,-0.4359673597474042
EE.UU.,bajo,Exceso,credito,M,7,-0.7593384451130795,-0.6244176339019591
EE.UU.,bajo,Exceso,credito,M,8,-1.1491696766960633,-0.8631057900107321
EE.UU.,bajo,Exceso,credito,M,9,-1.3479833254825961,-0.8948225508455936
EE.UU.,bajo,Exceso,credito,M,10,-1.6315053667456358,-0.9839528271055541
EE.UU.,bajo,Exceso,credito,M,11,-1.696498927936484,-0.9352214161751522
EE.UU.,bajo,Exceso,credito,M,12,-1.944470766414548,-0.981796991027862
EE.UU.,bajo,Exceso,credito,M,13,-2.1543260655909986,-1.0084770699580234
EE.UU.,bajo,Exceso,credito,M,14,-2.345238537584547,-1.0206314904191547
EE.UU.,bajo,Exceso,credito,M,15,-2.2855653341781395,-0.9289305447541856
EE.UU.,bajo,Exceso,credito,M,16,-2.261577042011258,-0.8587954792712887
EE.UU.,bajo,Exceso,credito,M,17,-2.154568408490699,-0.7664152645830401
EE.UU.,bajo,Exceso,credito,M,18,-1.8659657193152046,-0.6239597782670233
EE.UU.,bajo,Exceso,credito,M,19,-1.9265468700373,-0.6182514213711914
EE.UU.,bajo,Exceso,credito,M,20,-1.7345734489127573,-0.542159973564862
EE.UU.,bajo,Exceso,credito,M,21,-1.4387034947622417,-0.4303123733552485
EE.UU.,bajo,Exceso,credito,M,22,-0.9332559338888438,-0.2726875292737692
EE.UU.,bajo,Exceso,credito,M,23,-1.1615999257056955,-0.34466416815664547
EE.UU.,bajo,Exceso,credito,M,24,-1.5589671668410356,-0.4673901001667853
EE.UU.,bajo,Exceso,credito,M,25,-1.6055366218416014,-0.5023122660442123
EE.UU.,bajo,Exceso,credito,M,26,-1.4894539943399394,-0.4712584978181931
EE.UU.,bajo,Exceso,credito,M,27,-1.3966670789831617,-0.4340316368020851
EE.UU.,bajo,Exceso,credito,M,28,-1.5098508217569158,-0.47502743934337033
EE.UU.,bajo,Exceso,credito,M,29,-1.610938350770187,-0.5249097740105011
EE.UU.,bajo,Exceso,credito,M,30,-1.8147958232749926,-0.5594926534819316
EE.UU.,bajo,Exceso,credito,M,31,-1.6594969215782347,-0.5146210953154468
EE.UU.,bajo,Exceso,credito,M,32,-1.5183977788664198,-0.44624252161911765
EE.UU.,bajo,Exceso,credito,M,33,-1.1227761804202518,-0.3265062784546292
EE.UU.,bajo,Exceso,credito,M,34,-1.163304308451369,-0.3253441508058884
EE.UU.,bajo,Exceso,credito,M,35,-1.1078454473136827,-0.2831781486330682
EE.UU.,bajo,Exceso,credito,M,36,-0.9304344095695023,-0.22734224495848285
EE.UU.,bajo,Exceso,credito,M,37,-0.874948530806801,-0.211406657251153
EE.UU.,bajo,Exceso,credito,M,38,-0.9354925882995433,-0.22183003273923488
EE.UU.,bajo,Exceso,credito,M,39,-1.1412296498496088,-0.2698589810854453
EE.UU.,bajo,Exceso,credito,M,40,-1.0507362345648645,-0.24572080974949057
EE.UU.,bajo,Exceso,credito,M,41,-1.2839008669080387,-0.2865948869590389
EE.UU.,bajo,Exceso,credito,M,42,-1.3735108334934276,-0.3062506219066966
EE.UU.,bajo,Exceso,credito,M,43,-1.51755918775921,-0.3362923882238934
EE.UU.,bajo,Exceso,credito,M,44,-1.7410529870943623,-0.3782370243926603
EE.UU.,bajo,Exceso,credito,M,45,-1.8469242180378955,-0.40755953949560525
EE.UU.,bajo,Exceso,credito,M,46,-1.9325649646034546,-0.4164961180492707
EE.UU.,bajo,Exceso,credito,M,47,-2.053356291557235,-0.4410262188461136
EE.UU.,bajo,Exceso,credito,M,48,-1.8983055712876107,-0.4007013640420296
EE.UU.,bajo,Exceso,acciones,M,0,-0.8444575217987775,-0.5570801666697675
EE.UU.,bajo,Exceso,acciones,M,1,0.7197443424720182,0.3095860287261997
EE.UU.,bajo,Exceso,acciones,M,2,2.9752573892405314,1.018766342596227
EE.UU.,bajo,Exceso,acciones,M,3,3.5495347103261956,1.1235010255325688
EE.UU.,bajo,Exceso,acciones,M,4,3.3699499794288905,1.0662856277412813
EE.UU.,bajo,Exceso,acciones,M,5,4.144918752212816,1.320596691517362
EE.UU.,bajo,Exceso,acciones,M,6,6.236970572431838,1.7241411156001385
EE.UU.,bajo,Exceso,acciones,M,7,9.012807599880347,2.1713527663848446
EE.UU.,bajo,Exceso,acciones,M,8,11.205933972312472,2.5539425544318446
EE.UU.,bajo,Exceso,acciones,M,9,11.136686813981344,2.320871307065685
EE.UU.,bajo,Exceso,acciones,M,10,11.94653562113061,2.327355982799692
EE.UU.,bajo,Exceso,acciones,M,11,11.56929057699653,2.136548094894901
EE.UU.,bajo,Exceso,acciones,M,12,12.2545760091994,2.3547015841837253
EE.UU.,bajo,Exceso,acciones,M,13,11.522616439684455,2.1994030941330003
EE.UU.,bajo,Exceso,acciones,M,14,10.766019287808392,2.019092700579718
EE.UU.,bajo,Exceso,acciones,M,15,11.752862527017683,2.07255530618814
EE.UU.,bajo,Exceso,acciones,M,16,12.475397781365114,2.3148803882001103
EE.UU.,bajo,Exceso,acciones,M,17,13.205660130914014,2.467302225397189
EE.UU.,bajo,Exceso,acciones,M,18,12.054199445488914,2.2734202986717267
EE.UU.,bajo,Exceso,acciones,M,19,8.83254496591266,1.7833479297107868
EE.UU.,bajo,Exceso,acciones,M,20,8.348389388142518,1.777323694932959
EE.UU.,bajo,Exceso,acciones,M,21,5.565425835038904,1.247074665100495
EE.UU.,bajo,Exceso,acciones,M,22,3.314081780550672,0.6688994648559542
EE.UU.,bajo,Exceso,acciones,M,23,4.561158448386832,0.845264963690201
EE.UU.,bajo,Exceso,acciones,M,24,3.534782847871578,0.5539110231032833
EE.UU.,bajo,Exceso,acciones,M,25,2.3398098267326346,0.3333781544897499
EE.UU.,bajo,Exceso,acciones,M,26,3.904918451190005,0.5244633647188582
EE.UU.,bajo,Exceso,acciones,M,27,0.545322857683328,0.07845213091033423
EE.UU.,bajo,Exceso,acciones,M,28,-0.3830259157197409,-0.05406515535370184
EE.UU.,bajo,Exceso,acciones,M,29,0.058236845737596576,0.008270799884745834
EE.UU.,bajo,Exceso,acciones,M,30,-1.2460503033200445,-0.16696828442946618
EE.UU.,bajo,Exceso,acciones,M,31,-2.647554272023192,-0.3658277850142832
EE.UU.,bajo,Exceso,acciones,M,32,-4.097783722906623,-0.6238261084283303
EE.UU.,bajo,Exceso,acciones,M,33,-5.5454441386698345,-0.8813328234719087
EE.UU.,bajo,Exceso,acciones,M,34,-5.217879657363489,-0.9014398558850634
EE.UU.,bajo,Exceso,acciones,M,35,-4.512696140409957,-0.7653258499962071
EE.UU.,bajo,Exceso,acciones,M,36,-5.320805851331599,-0.912480253191122
EE.UU.,bajo,Exceso,acciones,M,37,-3.9810192742570547,-0.7022732852810841
EE.UU.,bajo,Exceso,acciones,M,38,-4.249323447712633,-0.81653774629499
EE.UU.,bajo,Exceso,acciones,M,39,-5.37172053366575,-1.1340773866381577
EE.UU.,bajo,Exceso,acciones,M,40,-7.213888528011907,-1.36356220290564
EE.UU.,bajo,Exceso,acciones,M,41,-5.756015549340926,-1.1199029514639134
EE.UU.,bajo,Exceso,acciones,M,42,-2.492677148295617,-0.4786547647777954
EE.UU.,bajo,Exceso,acciones,M,43,-0.7023230159484903,-0.14086721369626462
EE.UU.,bajo,Exceso,acciones,M,44,-4.6648623373455536,-0.8589358979241253
EE.UU.,bajo,Exceso,acciones,M,45,-0.033613752989833934,-0.007558408800063705
EE.UU.,bajo,Exceso,acciones,M,46,0.27862831483803413,0.05811717340105189
EE.UU.,bajo,Exceso,acciones,M,47,-0.896968996437109,-0.1720898625615497
EE.UU.,bajo,Exceso,acciones,M,48,-4.091749523187705,-0.713011326706668
EE.UU.,bajo,Exceso,vivienda,M,0,0.18954290526194084,2.2020260465056603
EE.UU.,bajo,Exceso,vivienda,M,1,0.34106262250033076,2.193901653038232
EE.UU.,bajo,Exceso,vivienda,M,2,0.46184063454880336,2.263325685519437
EE.UU.,bajo,Exceso,vivienda,M,3,0.5080077268080502,1.9471907802213222
EE.UU.,bajo,Exceso,vivienda,M,4,0.828326919812028,2.4219082487350088
EE.UU.,bajo,Exceso,vivienda,M,5,1.137844839745727,2.6865444266404195
EE.UU.,bajo,Exceso,vivienda,M,6,1.386775999222478,2.7895483108132324
EE.UU.,bajo,Exceso,vivienda,M,7,1.5488543771941718,2.7256272777534987
EE.UU.,bajo,Exceso,vivienda,M,8,1.7150992282896194,2.7398879273585672
EE.UU.,bajo,Exceso,vivienda,M,9,1.8621814856663852,2.69074154505055
EE.UU.,bajo,Exceso,vivienda,M,10,2.0808879310447477,2.7085635720157595
EE.UU.,bajo,Exceso,vivienda,M,11,2.4813560082893082,2.8812972921629267
EE.UU.,bajo,Exceso,vivienda,M,12,2.7371266301586403,2.982816585663058
EE.UU.,bajo,Exceso,vivienda,M,13,3.060493445052102,3.2050451644265623
EE.UU.,bajo,Exceso,vivienda,M,14,3.3218268089830243,3.2584626524571214
EE.UU.,bajo,Exceso,vivienda,M,15,3.640318104492997,3.3274652136606706
EE.UU.,bajo,Exceso,vivienda,M,16,4.021273682503557,3.513748032806717
EE.UU.,bajo,Exceso,vivienda,M,17,4.210811175847249,3.513047067855753
EE.UU.,bajo,Exceso,vivienda,M,18,4.421835282808021,3.645084141522805
EE.UU.,bajo,Exceso,vivienda,M,19,4.641517474633346,3.663139362642775
EE.UU.,bajo,Exceso,vivienda,M,20,4.8625349306120675,3.6630904537526967
EE.UU.,bajo,Exceso,vivienda,M,21,4.9309545556728285,3.464935534174348
EE.UU.,bajo,Exceso,vivienda,M,22,5.369725663931435,3.5907052270213247
EE.UU.,bajo,Exceso,vivienda,M,23,5.298794915701538,3.393741350173655
EE.UU.,bajo,Exceso,vivienda,M,24,4.8659163604411875,2.9822587142608636
EE.UU.,bajo,Exceso,vivienda,M,25,5.059792950958421,3.263528534054725
EE.UU.,bajo,Exceso,vivienda,M,26,4.767549959680069,2.9196695088677607
EE.UU.,bajo,Exceso,vivienda,M,27,4.608061665785663,2.8093474625399177
EE.UU.,bajo,Exceso,vivienda,M,28,4.682000212008377,2.8628381798107276
EE.UU.,bajo,Exceso,vivienda,M,29,4.388663437775599,2.6943824390119735
EE.UU.,bajo,Exceso,vivienda,M,30,4.5558479760340544,2.6685828826220934
EE.UU.,bajo,Exceso,vivienda,M,31,4.737592669305596,2.83861687916426
EE.UU.,bajo,Exceso,vivienda,M,32,4.65692781882002,2.677742334285425
EE.UU.,bajo,Exceso,vivienda,M,33,3.8258628631948586,1.8209264518001267
EE.UU.,bajo,Exceso,vivienda,M,34,4.487024410679654,2.3071914926271933
EE.UU.,bajo,Exceso,vivienda,M,35,4.495608659314506,2.154908032735689
EE.UU.,bajo,Exceso,vivienda,M,36,4.754686268914899,2.355754937473185
EE.UU.,bajo,Exceso,vivienda,M,37,4.754403548472631,2.3038718032389145
EE.UU.,bajo,Exceso,vivienda,M,38,4.5304896021192045,2.1429178701196614
EE.UU.,bajo,Exceso,vivienda,M,39,4.5857673986214795,1.9670814086373918
EE.UU.,bajo,Exceso,vivienda,M,40,5.2200140400985005,2.301390259269225
EE.UU.,bajo,Exceso,vivienda,M,41,5.692111305981859,2.401064722938368
EE.UU.,bajo,Exceso,vivienda,M,42,5.50594549675154,2.2412050628004136
EE.UU.,bajo,Exceso,vivienda,M,43,5.131402402375392,2.0241420688738443
EE.UU.,bajo,Exceso,vivienda,M,44,6.344359086987317,2.462449806274149
EE.UU.,bajo,Exceso,vivienda,M,45,6.018193798840231,2.1669598900781386
EE.UU.,bajo,Exceso,vivienda,M,46,6.488157336646513,2.2987043900151716
EE.UU.,bajo,Exceso,vivienda,M,47,6.476843617883713,2.214042747365782
EE.UU.,bajo,Exceso,vivienda,M,48,6.416027111249814,2.1825200894512586
EE.UU.,bajo,Exceso,salario,M,0,0.23272221236789872,1.6603320179128414
EE.UU.,bajo,Exceso,salario,M,1,0.37263420799289637,1.6179934171907482
EE.UU.,bajo,Exceso,salario,M,2,0.43319516089957727,1.56219598395443
EE.UU.,bajo,Exceso,salario,M,3,0.2520201838574575,0.9713369819427498
EE.UU.,bajo,Exceso,salario,M,4,0.18163667273635864,0.710026074100469
EE.UU.,bajo,Exceso,salario,M,5,0.22844144931961693,0.8400438015382029
EE.UU.,bajo,Exceso,salario,M,6,0.18411660692864473,0.7310619426360695
EE.UU.,bajo,Exceso,salario,M,7,0.012089466408691213,0.04512971903077692
EE.UU.,bajo,Exceso,salario,M,8,-0.2087666525501992,-0.7464115978927638
EE.UU.,bajo,Exceso,salario,M,9,-0.2773663113558992,-0.9983670008343181
EE.UU.,bajo,Exceso,salario,M,10,-0.2826922616501969,-0.9758023331642466
EE.UU.,bajo,Exceso,salario,M,11,-0.23199933874975123,-0.7264162730683885
EE.UU.,bajo,Exceso,salario,M,12,-0.2508185591321068,-0.7513789473776522
EE.UU.,bajo,Exceso,salario,M,13,-0.2446650001771356,-0.7451248343556387
EE.UU.,bajo,Exceso,salario,M,14,-0.4081349582251199,-1.2341792035756698
EE.UU.,bajo,Exceso,salario,M,15,-0.3352775774655099,-0.9847908850519775
EE.UU.,bajo,Exceso,salario,M,16,-0.35805945998814415,-1.0401832392291677
EE.UU.,bajo,Exceso,salario,M,17,-0.2903493352312164,-0.8013286061826126
EE.UU.,bajo,Exceso,salario,M,18,-0.41285739221010387,-1.1044678844054103
EE.UU.,bajo,Exceso,salario,M,19,-0.455329447782903,-1.2080536324818119
EE.UU.,bajo,Exceso,salario,M,20,-0.35288104992699093,-0.8839711269220132
EE.UU.,bajo,Exceso,salario,M,21,-0.3938821008317489,-0.9236138046142538
EE.UU.,bajo,Exceso,salario,M,22,-0.2954069613443845,-0.7036489788163749
EE.UU.,bajo,Exceso,salario,M,23,-0.2765048743602266,-0.6473536510489373
EE.UU.,bajo,Exceso,salario,M,24,-0.4907131632969964,-1.0689739057434597
EE.UU.,bajo,Exceso,salario,M,25,-0.596438877926315,-1.2934696653304287
EE.UU.,bajo,Exceso,salario,M,26,-0.48382814436301175,-1.0249013509767353
EE.UU.,bajo,Exceso,salario,M,27,-0.44181923008120516,-0.9703863008991097
EE.UU.,bajo,Exceso,salario,M,28,-0.41202121018714144,-0.9452358307169693
EE.UU.,bajo,Exceso,salario,M,29,-0.4842438877415369,-1.2188018004642474
EE.UU.,bajo,Exceso,salario,M,30,-0.32167524460019564,-0.768024136521972
EE.UU.,bajo,Exceso,salario,M,31,-0.285052004240687,-0.6957912758024777
EE.UU.,bajo,Exceso,salario,M,32,-0.2558848163929529,-0.623843404596787
EE.UU.,bajo,Exceso,salario,M,33,-0.14635862222359108,-0.4141498839661148
EE.UU.,bajo,Exceso,salario,M,34,-0.008973169064088796,-0.026485791281663257
EE.UU.,bajo,Exceso,salario,M,35,0.06797278223907777,0.1806093013462289
EE.UU.,bajo,Exceso,salario,M,36,0.2503005429298035,0.669592424577996
EE.UU.,bajo,Exceso,salario,M,37,0.49726125079367817,1.22888407398084
EE.UU.,bajo,Exceso,salario,M,38,0.46762492813056833,1.120707444313056
EE.UU.,bajo,Exceso,salario,M,39,0.19752345349833778,0.5200592813394677
EE.UU.,bajo,Exceso,salario,M,40,0.27395934968814356,0.7609445829979152
EE.UU.,bajo,Exceso,salario,M,41,0.4769024738883529,1.36336718914688
EE.UU.,bajo,Exceso,salario,M,42,0.61439626947557,1.600817712142587
EE.UU.,bajo,Exceso,salario,M,43,0.5585783882168287,1.2814700004005073
EE.UU.,bajo,Exceso,salario,M,44,0.6369600298583148,1.2552576178112045
EE.UU.,bajo,Exceso,salario,M,45,0.6090621911213374,1.1912661951571242
EE.UU.,bajo,Exceso,salario,M,46,0.5517708522914399,1.0106644078714835
EE.UU.,bajo,Exceso,salario,M,47,0.6696638956487655,1.217725240891903
EE.UU.,bajo,Exceso,salario,M,48,0.8934433723479667,1.6021973438012145
EE.UU.,bajo,Exceso,ipc,M,0,-0.2192651609799794,-2.853630800128994
EE.UU.,bajo,Exceso,ipc,M,1,-0.3737636580959045,-2.803096124647701
EE.UU.,bajo,Exceso,ipc,M,2,-0.40379044637187606,-2.468369076472382
EE.UU.,bajo,Exceso,ipc,M,3,-0.2911095802548763,-1.5528061622810563
EE.UU.,bajo,Exceso,ipc,M,4,-0.2977694647258091,-1.4560512472849019
EE.UU.,bajo,Exceso,ipc,M,5,-0.3799631193454165,-1.720627355885139
EE.UU.,bajo,Exceso,ipc,M,6,-0.35766846197431523,-1.7352202441228823
EE.UU.,bajo,Exceso,ipc,M,7,-0.2425123411300995,-1.084201271006505
EE.UU.,bajo,Exceso,ipc,M,8,-0.0474629997910358,-0.20110877118028483
EE.UU.,bajo,Exceso,ipc,M,9,0.10328145422893742,0.389434766560476
EE.UU.,bajo,Exceso,ipc,M,10,0.1442964562880933,0.4652580139131562
EE.UU.,bajo,Exceso,ipc,M,11,0.16526719980012328,0.46325970305165964
EE.UU.,bajo,Exceso,ipc,M,12,0.20358877376962203,0.4921048924877899
EE.UU.,bajo,Exceso,ipc,M,13,0.3046245444802157,0.6561001942694445
EE.UU.,bajo,Exceso,ipc,M,14,0.5056167003544572,1.0567562845427871
EE.UU.,bajo,Exceso,ipc,M,15,0.5740032517716103,1.1035431165936957
EE.UU.,bajo,Exceso,ipc,M,16,0.6514873610904104,1.1421507915706024
EE.UU.,bajo,Exceso,ipc,M,17,0.7443639305990879,1.1309064037260685
EE.UU.,bajo,Exceso,ipc,M,18,0.8487804625899187,1.148344980026994
EE.UU.,bajo,Exceso,ipc,M,19,0.9763216435987794,1.2234276086817402
EE.UU.,bajo,Exceso,ipc,M,20,1.0602244522421251,1.2129496631980723
EE.UU.,bajo,Exceso,ipc,M,21,1.0854209632499927,1.1347355479870143
EE.UU.,bajo,Exceso,ipc,M,22,1.132068227183278,1.1130055652479143
EE.UU.,bajo,Exceso,ipc,M,23,1.2128348496926518,1.1396023493202283
EE.UU.,bajo,Exceso,ipc,M,24,1.4846750656399426,1.311582700403298
EE.UU.,bajo,Exceso,ipc,M,25,1.6641113347249434,1.3895733829258905
EE.UU.,bajo,Exceso,ipc,M,26,1.639435654282031,1.3702799743299419
EE.UU.,bajo,Exceso,ipc,M,27,1.631656157805463,1.3560313815667129
EE.UU.,bajo,Exceso,ipc,M,28,1.6743009233783777,1.3635605183896629
EE.UU.,bajo,Exceso,ipc,M,29,1.7825904206291403,1.4584165727187872
EE.UU.,bajo,Exceso,ipc,M,30,1.786480184138633,1.4701179699881783
EE.UU.,bajo,Exceso,ipc,M,31,1.8647685903043107,1.4969324117360954
EE.UU.,bajo,Exceso,ipc,M,32,1.7218152364858312,1.3367542773058694
EE.UU.,bajo,Exceso,ipc,M,33,1.7216317336266649,1.3357738372736558
EE.UU.,bajo,Exceso,ipc,M,34,1.7893336241956568,1.379922153653175
EE.UU.,bajo,Exceso,ipc,M,35,1.7595661480680258,1.3168755167428698
EE.UU.,bajo,Exceso,ipc,M,36,1.6708340250762648,1.2241713795752063
EE.UU.,bajo,Exceso,ipc,M,37,1.6684859427262804,1.2346540627891347
EE.UU.,bajo,Exceso,ipc,M,38,1.7590567120382015,1.3200816233827162
EE.UU.,bajo,Exceso,ipc,M,39,1.7756533558764416,1.3180357868325596
EE.UU.,bajo,Exceso,ipc,M,40,1.886204159399804,1.3601147096084292
EE.UU.,bajo,Exceso,ipc,M,41,1.8136997557087746,1.2757244017697134
EE.UU.,bajo,Exceso,ipc,M,42,1.8303997117896682,1.2821094279614458
EE.UU.,bajo,Exceso,ipc,M,43,1.8179569211408788,1.293358860752639
EE.UU.,bajo,Exceso,ipc,M,44,1.8833656532415572,1.3614929106201306
EE.UU.,bajo,Exceso,ipc,M,45,1.948929522117998,1.4029551931365456
EE.UU.,bajo,Exceso,ipc,M,46,2.0387774679874915,1.4496799446282604
EE.UU.,bajo,Exceso,ipc,M,47,1.9871847555805762,1.4151535769130117
EE.UU.,bajo,Exceso,ipc,M,48,1.9000814220643116,1.332615476272733
EE.UU.,bajo,M-actividad,tasa,M,0,-0.10922149781614135,-2.006515030970387
EE.UU.,bajo,M-actividad,tasa,M,1,-0.16515769575233696,-2.2873533776380417
EE.UU.,bajo,M-actividad,tasa,M,2,-0.18133402896065165,-2.1722212473305147
EE.UU.,bajo,M-actividad,tasa,M,3,-0.2171425614562499,-2.0386212142551363
EE.UU.,bajo,M-actividad,tasa,M,4,-0.2429707040227937,-1.9722060559360504
EE.UU.,bajo,M-actividad,tasa,M,5,-0.2179591600137485,-1.5661045411188983
EE.UU.,bajo,M-actividad,tasa,M,6,-0.2373406404973844,-1.4381820410015869
EE.UU.,bajo,M-actividad,tasa,M,7,-0.24514899177480848,-1.3038152043940774
EE.UU.,bajo,M-actividad,tasa,M,8,-0.23321834580818823,-1.0826624054158531
EE.UU.,bajo,M-actividad,tasa,M,9,-0.23374291294971217,-0.9618605043500192
EE.UU.,bajo,M-actividad,tasa,M,10,-0.19543339775186536,-0.7386018660802484
EE.UU.,bajo,M-actividad,tasa,M,11,-0.19581096409467627,-0.663343375089599
EE.UU.,bajo,M-actividad,tasa,M,12,-0.17102236167192966,-0.5413326174908416
EE.UU.,bajo,M-actividad,tasa,M,13,-0.15765028916837148,-0.470494044274591
EE.UU.,bajo,M-actividad,tasa,M,14,-0.15038639129428338,-0.42565021698633676
EE.UU.,bajo,M-actividad,tasa,M,15,-0.1325357418875489,-0.3532657245844328
EE.UU.,bajo,M-actividad,tasa,M,16,-0.1438191255405829,-0.376109092508853
EE.UU.,bajo,M-actividad,tasa,M,17,-0.11255061243183817,-0.2814003428751545
EE.UU.,bajo,M-actividad,tasa,M,18,-0.10054476150416641,-0.24622149100851326
EE.UU.,bajo,M-actividad,tasa,M,19,-0.1081343124073717,-0.2632156628171898
EE.UU.,bajo,M-actividad,tasa,M,20,-0.1035128229574841,-0.2502748715399222
EE.UU.,bajo,M-actividad,tasa,M,21,-0.06348173500656222,-0.15218741778327474
EE.UU.,bajo,M-actividad,tasa,M,22,-0.09222892299831971,-0.22140375475192506
EE.UU.,bajo,M-actividad,tasa,M,23,-0.08373169846528174,-0.19787685814590925
EE.UU.,bajo,M-actividad,tasa,M,24,-0.04990331447060037,-0.11896522063675061
EE.UU.,bajo,M-actividad,tasa,M,25,-0.04317526294978309,-0.09907409247972868
EE.UU.,bajo,M-actividad,tasa,M,26,0.030683780820835484,0.06945432812521685
EE.UU.,bajo,M-actividad,tasa,M,27,0.09577089111847893,0.20965178567038192
EE.UU.,bajo,M-actividad,tasa,M,28,0.13699959976456133,0.28696861796299195
EE.UU.,bajo,M-actividad,tasa,M,29,0.1737023831788579,0.35285629906160076
EE.UU.,bajo,M-actividad,tasa,M,30,0.23579235960227019,0.4717104882854554
EE.UU.,bajo,M-actividad,tasa,M,31,0.30532249144981705,0.5548879707711696
EE.UU.,bajo,M-actividad,tasa,M,32,0.3506325029283719,0.6063065689073516
EE.UU.,bajo,M-actividad,tasa,M,33,0.3770549514339892,0.6302843058128976
EE.UU.,bajo,M-actividad,tasa,M,34,0.40958974405263104,0.6614156718147701
EE.UU.,bajo,M-actividad,tasa,M,35,0.438471606543768,0.6933788456260696
